Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results,procedure_category
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,793,26,3.28,2.64,3.98,2.6,5.84,Rate not different than Statewide Rate,5
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2017.0,406,17,4.19,3.05,4.4,2.56,7.05,Rate not different than Statewide Rate,5
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2017.0,449,8,1.78,2.86,2.0,0.86,3.94,Rate not different than Statewide Rate,5
694,Montefiore St. Lukes,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,240,6,2.5,2.86,2.81,1.03,6.11,Rate not different than Statewide Rate,5
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,402,17,4.23,3.62,3.75,2.18,6.0,Rate not different than Statewide Rate,5
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,380,14,3.68,4.13,2.87,1.57,4.81,Rate not different than Statewide Rate,5
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,307,10,3.26,3.7,2.83,1.35,5.2,Rate not different than Statewide Rate,5
527,Mount Sinai South Nassau,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,421,14,3.33,3.2,3.34,1.82,5.6,Rate not different than Statewide Rate,5
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Emergency PCI,2017.0,337,14,4.15,3.93,3.39,1.85,5.69,Rate not different than Statewide Rate,5
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,330,18,5.45,5.76,3.04,1.8,4.8,Rate not different than Statewide Rate,5
1122,NYP-Lawrence Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,181,5,2.76,3.08,2.88,0.93,6.71,Rate not different than Statewide Rate,5
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2017.0,421,5,1.19,3.04,1.25,0.4,2.92,Rate significantly lower than Statewide Rate,5
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,385,9,2.34,5.41,1.39,0.63,2.63,Rate significantly lower than Statewide Rate,5
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,369,10,2.71,3.17,2.75,1.32,5.05,Rate not different than Statewide Rate,5
1304,NYU Langone Hosp.-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2017.0,275,6,2.18,3.59,1.95,0.71,4.25,Rate not different than Statewide Rate,5
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,520,15,2.88,3.74,2.48,1.38,4.08,Rate not different than Statewide Rate,5
574,Niagara Falls Memorial,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,66,0,0.0,2.26,0.0,0.0,7.9,Rate not different than Statewide Rate,5
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,1044,28,2.68,3.13,2.75,1.83,3.97,Rate not different than Statewide Rate,5
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2017.0,217,6,2.76,2.66,3.34,1.22,7.27,Rate not different than Statewide Rate,5
938,Peconic Bay Med Ctr,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,53,2,3.77,1.96,6.19,0.7,22.36,Rate not different than Statewide Rate,5
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Emergency PCI,2017.0,161,3,1.86,3.12,1.92,0.39,5.6,Rate not different than Statewide Rate,5
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2017.0,738,38,5.15,3.33,4.96,3.51,6.81,Rate significantly higher than Statewide Rate,5
756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2017.0,227,9,3.96,2.32,5.49,2.5,10.42,Rate not different than Statewide Rate,5
818,Saratoga Hospital,Capital District,Capital District,Emergency PCI,2017.0,146,1,0.68,3.06,0.72,0.01,4.0,Rate not different than Statewide Rate,5
924,South Shore Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,329,6,1.82,3.09,1.9,0.69,4.13,Rate not different than Statewide Rate,5
889,Southampton Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,40,3,7.5,4.2,5.74,1.15,16.76,Rate not different than Statewide Rate,5
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2017.0,93,3,3.23,3.27,3.17,0.64,9.26,Rate not different than Statewide Rate,5
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,161,4,2.48,2.67,2.98,0.8,7.64,Rate not different than Statewide Rate,5
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2017.0,598,27,4.52,3.6,4.02,2.65,5.85,Rate not different than Statewide Rate,5
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,531,24,4.52,4.28,3.39,2.17,5.04,Rate not different than Statewide Rate,5
630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2017.0,1426,46,3.23,2.97,3.49,2.55,4.66,Rate not different than Statewide Rate,5
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2017.0,541,21,3.88,3.29,3.79,2.34,5.79,Rate not different than Statewide Rate,5
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2017.0,413,4,0.97,2.28,1.36,0.37,3.49,Rate not different than Statewide Rate,5
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2017.0,1199,45,3.75,2.73,4.41,3.22,5.91,Rate significantly higher than Statewide Rate,5
58,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2017.0,446,9,2.02,2.95,2.2,1.0,4.17,Rate not different than Statewide Rate,5
135,UVM Health Network CVP,Capital District,Capital District,Emergency PCI,2017.0,575,8,1.39,2.67,1.67,0.72,3.3,Rate not different than Statewide Rate,5
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2017.0,313,22,7.03,3.77,5.99,3.75,9.07,Rate significantly higher than Statewide Rate,5
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2017.0,335,15,4.48,4.0,3.6,2.01,5.93,Rate not different than Statewide Rate,5
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2017.0,911,41,4.5,3.16,4.58,3.29,6.21,Rate significantly higher than Statewide Rate,5
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2017.0,284,13,4.58,2.9,5.07,2.69,8.66,Rate not different than Statewide Rate,5
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,725,18,2.48,3.19,2.5,1.48,3.95,Rate not different than Statewide Rate,5
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,436,14,3.21,3.18,3.24,1.77,5.43,Rate not different than Statewide Rate,5
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,250,12,4.8,3.94,3.91,2.02,6.83,Rate not different than Statewide Rate,5
1,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2017.0,505,19,3.76,2.36,4.47,2.69,6.98,Rate not different than Statewide Rate,2
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,45,4,8.89,2.18,11.43,3.08,29.27,Rate significantly higher than Statewide Rate,2
746,Bassett Medical Center,Capital District,Capital District,Valve or Valve/CABG,2017.0,111,5,4.5,2.73,4.63,1.49,10.8,Rate not different than Statewide Rate,2
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,270,4,1.48,2.58,1.61,0.43,4.12,Rate not different than Statewide Rate,2
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,726,24,3.31,2.19,4.22,2.7,6.28,Rate not different than Statewide Rate,2
829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2017.0,254,7,2.76,2.72,2.84,1.14,5.85,Rate not different than Statewide Rate,2
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,64,4,6.25,2.88,6.09,1.64,15.58,Rate not different than Statewide Rate,2
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,322,10,3.11,3.42,2.55,1.22,4.68,Rate not different than Statewide Rate,2
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,415,4,0.96,3.02,0.89,0.24,2.29,Rate significantly lower than Statewide Rate,2
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2017.0,4,0,0.0,3.18,0.0,0.0,80.87,Rate not different than Statewide Rate,2
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,409,20,4.89,4.69,2.92,1.78,4.51,Rate not different than Statewide Rate,2
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2017.0,302,6,1.99,2.29,2.43,0.89,5.3,Rate not different than Statewide Rate,2
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,396,13,3.28,3.09,2.98,1.58,5.09,Rate not different than Statewide Rate,2
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,276,8,2.9,2.47,3.28,1.41,6.47,Rate not different than Statewide Rate,2
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,61,4,6.56,2.85,6.44,1.73,16.5,Rate not different than Statewide Rate,2
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,2075,33,1.59,2.13,2.09,1.44,2.94,Rate not different than Statewide Rate,2
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,276,11,3.99,2.96,3.77,1.88,6.75,Rate not different than Statewide Rate,2
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,193,8,4.15,3.29,3.53,1.52,6.95,Rate not different than Statewide Rate,2
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1515,39,2.57,3.09,2.33,1.66,3.19,Rate not different than Statewide Rate,2
1637,NYP-Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2017.0,124,3,2.42,2.46,2.76,0.55,8.06,Rate not different than Statewide Rate,2
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1113,23,2.07,2.69,2.15,1.36,3.23,Rate not different than Statewide Rate,2
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1347,35,2.6,1.53,4.77,3.32,6.63,Rate significantly higher than Statewide Rate,2
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,336,8,2.38,3.79,1.76,0.76,3.47,Rate not different than Statewide Rate,2
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,1223,40,3.27,3.65,2.51,1.79,3.41,Rate not different than Statewide Rate,2
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,910,34,3.74,3.39,3.09,2.14,4.32,Rate not different than Statewide Rate,2
924,South Shore Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,428,4,0.93,2.9,0.9,0.24,2.31,Rate significantly lower than Statewide Rate,2
598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2017.0,196,7,3.57,2.34,4.27,1.71,8.79,Rate not different than Statewide Rate,2
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,1009,32,3.17,3.11,2.85,1.95,4.03,Rate not different than Statewide Rate,2
630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2017.0,1219,24,1.97,3.06,1.8,1.15,2.68,Rate significantly lower than Statewide Rate,2
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2017.0,869,21,2.42,2.96,2.28,1.41,3.49,Rate not different than Statewide Rate,2
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2017.0,155,4,2.58,2.07,3.48,0.94,8.92,Rate not different than Statewide Rate,2
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2017.0,783,38,4.85,2.21,6.15,4.35,8.45,Rate significantly higher than Statewide Rate,2
58,UHS-Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2017.0,166,8,4.82,1.79,7.56,3.25,14.9,Rate significantly higher than Statewide Rate,2
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,54,2,3.7,2.13,4.86,0.55,17.55,Rate not different than Statewide Rate,2
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2017.0,234,3,1.28,3.1,1.16,0.23,3.38,Rate not different than Statewide Rate,2
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2017.0,105,6,5.71,3.24,4.94,1.8,10.75,Rate not different than Statewide Rate,2
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,360,4,1.11,3.24,0.96,0.26,2.46,Rate significantly lower than Statewide Rate,2
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,293,17,5.8,4.22,3.85,2.24,6.16,Rate not different than Statewide Rate,2
1,Albany Med. Ctr,Capital District,Capital District,TAVR,2017.0,735,35,4.76,3.07,3.76,2.62,5.24,Rate significantly higher than Statewide Rate,3
5,St. Peters Hospital,Capital District,Capital District,TAVR,2017.0,218,2,0.92,2.15,1.03,0.12,3.74,Rate not different than Statewide Rate,3
58,UHS-Wilson Med Ctr,Central NY,Central NY,TAVR,2017.0,221,3,1.36,1.98,1.67,0.33,4.87,Rate not different than Statewide Rate,3
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,TAVR,2017.0,214,9,4.21,2.28,4.47,2.04,8.49,Rate not different than Statewide Rate,3
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,TAVR,2017.0,808,19,2.35,2.25,2.54,1.53,3.96,Rate not different than Statewide Rate,3
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,TAVR,2017.0,194,4,2.06,1.99,2.52,0.68,6.44,Rate not different than Statewide Rate,3
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,369,6,1.63,2.4,1.64,0.6,3.57,Rate not different than Statewide Rate,3
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,TAVR,2017.0,456,17,3.73,2.54,3.56,2.07,5.7,Rate not different than Statewide Rate,3
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,TAVR,2017.0,384,15,3.91,2.35,4.02,2.25,6.63,Rate not different than Statewide Rate,3
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,840,29,3.45,2.9,2.89,1.93,4.15,Rate not different than Statewide Rate,3
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,800,17,2.13,2.54,2.03,1.18,3.24,Rate not different than Statewide Rate,3
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,1260,37,2.94,2.47,2.88,2.03,3.97,Rate not different than Statewide Rate,3
598,St. Elizabeth Med Ctr,Central NY,Central NY,TAVR,2017.0,142,4,2.82,2.42,2.82,0.76,7.22,Rate not different than Statewide Rate,3
630,St. Josephs Hospital,Central NY,Central NY,TAVR,2017.0,497,10,2.01,2.71,1.8,0.86,3.31,Rate not different than Statewide Rate,3
924,South Shore Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,279,7,2.51,2.65,2.29,0.92,4.73,Rate not different than Statewide Rate,3
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,TAVR,2017.0,40,0,0.0,2.09,0.0,0.0,10.63,Rate not different than Statewide Rate,3
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,TAVR,2017.0,357,14,3.92,2.34,4.07,2.22,6.82,Rate not different than Statewide Rate,3
1169,Montefiore - Moses,Bronx,NY Metro - NYC,TAVR,2017.0,58,2,3.45,2.69,3.11,0.35,11.22,Rate not different than Statewide Rate,3
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,TAVR,2017.0,228,7,3.07,2.43,3.06,1.23,6.31,Rate not different than Statewide Rate,3
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,TAVR,2017.0,86,2,2.33,2.28,2.47,0.28,8.92,Rate not different than Statewide Rate,3
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,TAVR,2017.0,338,0,0.0,2.03,0.0,0.0,1.3,Rate significantly lower than Statewide Rate,3
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,TAVR,2017.0,862,17,1.97,2.61,1.84,1.07,2.94,Rate not different than Statewide Rate,3
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,TAVR,2017.0,569,11,1.93,1.89,2.47,1.23,4.43,Rate not different than Statewide Rate,3
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,TAVR,2017.0,1031,13,1.26,1.73,1.77,0.94,3.02,Rate not different than Statewide Rate,3
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,TAVR,2017.0,1237,20,1.62,2.71,1.45,0.88,2.24,Rate significantly lower than Statewide Rate,3
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,TAVR,2017.0,9,0,0.0,1.38,0.0,0.0,71.52,Rate not different than Statewide Rate,3
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,TAVR,2017.0,90,0,0.0,1.85,0.0,0.0,5.34,Rate not different than Statewide Rate,3
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,TAVR,2017.0,257,5,1.95,2.12,2.23,0.72,5.2,Rate not different than Statewide Rate,3
0,NYS - All Hospitals,New York State,New York State,All PCI,2018.0,51435,708,1.38,1.38,1.38,0.9005114254624592,5.92929996372869,Statewide Rate,0
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2018.0,42230,369,0.87,0.87,0.87,0.9005114254624592,5.92929996372869,Statewide Rate,1
0,NYS - All Hospitals,New York State,New York State,CABG,2018.0,8522,126,1.48,1.48,1.48,0.9005114254624592,5.92929996372869,Statewide Rate,4
0,NYS - All Hospitals,New York State,New York State,Emergency PCI,2017.0,26914,864,3.21,3.21,3.21,0.9005114254624592,5.92929996372869,Statewide Rate,5
0,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2017.0,19143,536,2.8,2.8,2.8,0.9005114254624592,5.92929996372869,Statewide Rate,2
0,NYS - All Hospitals,New York State,New York State,TAVR,2017.0,12579,305,2.42,2.42,2.42,0.9005114254624592,5.92929996372869,Statewide Rate,3
1,Albany Med. Ctr,Capital District,Capital District,All PCI,2019.0,761,10,1.31,1.28,1.19,0.57,2.18,Rate not different than Statewide Rate,0
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,All PCI,2019.0,302,12,3.97,1.84,2.49,1.29,4.35,Rate significantly higher than Statewide Rate,0
746,Bassett Medical Center,Capital District,Capital District,All PCI,2019.0,493,3,0.61,1.45,0.48,0.1,1.41,Rate not different than Statewide Rate,0
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,All PCI,2019.0,395,6,1.52,1.96,0.9,0.33,1.95,Rate not different than Statewide Rate,0
1178,BronxCare Health System,Bronx,NY Metro - NYC,All PCI,2019.0,251,2,0.8,1.15,0.8,0.09,2.88,Rate not different than Statewide Rate,0
1286,Brookdale Univ Hosp MC,Kings,NY Metro - NYC,All PCI,2019.0,200,2,1.0,1.17,0.99,0.11,3.58,Rate not different than Statewide Rate,0
1288,Brooklyn Hosp.Downtown,Kings,NY Metro - NYC,All PCI,2019.0,140,2,1.43,0.97,1.71,0.19,6.17,Rate not different than Statewide Rate,0
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,All PCI,2019.0,1498,20,1.34,1.19,1.3,0.79,2.01,Rate not different than Statewide Rate,0
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2019.0,112,1,0.89,1.52,0.68,0.01,3.76,Rate not different than Statewide Rate,0
636,Crouse Hospital,Central NY,Central NY,All PCI,2019.0,388,9,2.32,1.33,2.02,0.92,3.84,Rate not different than Statewide Rate,0
829,Ellis Hospital,Capital District,Capital District,All PCI,2019.0,527,10,1.9,1.48,1.48,0.71,2.72,Rate not different than Statewide Rate,0
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,All PCI,2019.0,416,3,0.72,1.24,0.67,0.14,1.97,Rate not different than Statewide Rate,0
699,Garnet Health Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2019.0,866,7,0.81,0.89,1.05,0.42,2.17,Rate not different than Statewide Rate,0
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2019.0,170,0,0.0,1.66,0.0,0.0,1.5,Rate not different than Statewide Rate,0
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2019.0,635,8,1.26,1.65,0.88,0.38,1.74,Rate not different than Statewide Rate,0
925,Good Sam Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,1231,13,1.06,0.81,1.5,0.8,2.56,Rate not different than Statewide Rate,0
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,426,4,0.94,1.1,0.98,0.26,2.51,Rate not different than Statewide Rate,0
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2019.0,293,5,1.71,2.25,0.88,0.28,2.04,Rate not different than Statewide Rate,0
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,All PCI,2019.0,1990,6,0.3,0.76,0.46,0.17,1.0,Rate significantly lower than Statewide Rate,0
885,Long Island Comm. Hosp.,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,449,3,0.67,1.07,0.72,0.14,2.11,Rate not different than Statewide Rate,0
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2019.0,698,5,0.72,1.03,0.8,0.26,1.87,Rate not different than Statewide Rate,0
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2019.0,1320,15,1.14,1.85,0.71,0.4,1.17,Rate not different than Statewide Rate,0
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,All PCI,2019.0,1085,23,2.12,1.47,1.67,1.06,2.5,Rate not different than Statewide Rate,0
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2019.0,1058,7,0.66,0.9,0.85,0.34,1.75,Rate not different than Statewide Rate,0
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2019.0,904,10,1.11,1.2,1.06,0.51,1.96,Rate not different than Statewide Rate,0
694,Montefiore St. Lukes,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2019.0,394,7,1.78,1.41,1.45,0.58,2.99,Rate not different than Statewide Rate,0
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,All PCI,2019.0,1427,11,0.77,0.74,1.2,0.6,2.16,Rate not different than Statewide Rate,0
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2019.0,3666,18,0.49,0.75,0.76,0.45,1.19,Rate not different than Statewide Rate,0
1469,Mount Sinai Morningside,Manhattan,NY Metro - NYC,All PCI,2019.0,1412,11,0.78,1.17,0.77,0.38,1.38,Rate not different than Statewide Rate,0
527,Mount Sinai South Nassau,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,637,10,1.57,1.28,1.42,0.68,2.61,Rate not different than Statewide Rate,0
1306,NYP Brooklyn Methodist,Kings,NY Metro - NYC,All PCI,2019.0,1069,16,1.5,1.04,1.66,0.95,2.7,Rate not different than Statewide Rate,0
1464,NYP Columbia Presby.,Manhattan,NY Metro - NYC,All PCI,2019.0,2182,37,1.7,1.02,1.92,1.35,2.65,Rate significantly higher than Statewide Rate,0
1458,NYP NY Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2019.0,825,10,1.21,1.8,0.78,0.37,1.43,Rate not different than Statewide Rate,0
1637,NYP Queens,Queens,NY Metro - NYC,All PCI,2019.0,768,10,1.3,1.19,1.26,0.61,2.32,Rate not different than Statewide Rate,0
1122,NYP Westchester,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2019.0,374,5,1.34,1.02,1.52,0.49,3.55,Rate not different than Statewide Rate,0
1463,NYU Langone Health,Manhattan,NY Metro - NYC,All PCI,2019.0,2484,12,0.48,0.7,0.79,0.41,1.39,Rate not different than Statewide Rate,0
1304,NYU Langone Hosp-Brooklyn,Kings,NY Metro - NYC,All PCI,2019.0,385,1,0.26,1.69,0.18,0.0,0.99,Rate significantly lower than Statewide Rate,0
511,NYU Langone-Long Island,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,1063,14,1.32,1.19,1.28,0.7,2.15,Rate not different than Statewide Rate,0
574,Niagara Falls Memorial,Western NY - Buffalo,Western NY - Buffalo,All PCI,2019.0,159,1,0.63,1.09,0.67,0.01,3.71,Rate not different than Statewide Rate,0
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,2428,29,1.19,1.09,1.26,0.85,1.81,Rate not different than Statewide Rate,0
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,All PCI,2019.0,143,1,0.7,1.49,0.54,0.01,3.01,Rate not different than Statewide Rate,0
938,Peconic Bay Med Ctr,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,178,4,2.25,0.85,3.07,0.83,7.86,Rate not different than Statewide Rate,0
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,All PCI,2019.0,161,3,1.86,1.06,2.04,0.41,5.95,Rate not different than Statewide Rate,0
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2019.0,1261,20,1.59,1.1,1.66,1.01,2.56,Rate not different than Statewide Rate,0
756,Samaritan Hospital,Capital District,Capital District,All PCI,2019.0,340,5,1.47,0.8,2.12,0.68,4.95,Rate not different than Statewide Rate,0
818,Saratoga Hospital,Capital District,Capital District,All PCI,2019.0,250,8,3.2,1.69,2.18,0.94,4.3,Rate not different than Statewide Rate,0
924,South Shore Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2019.0,930,12,1.29,0.78,1.92,0.99,3.35,Rate not different than Statewide Rate,0
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2019.0,117,2,1.71,1.33,1.49,0.17,5.36,Rate not different than Statewide Rate,0
